track_id,song_id,artist_id,artist_name,song_title,genre,dot_match_1,dot_match_2,dot_match_3,centered_match_1,centered_match_2,centered_match_3,corr_match_1,corr_match_2,corr_match_3,cosine_match_1,cosine_match_2,cosine_match_3
TREENNZ128F145B67D,SOALXFE12A6D4F78B0,AREIN101187FB5A5FA,Nat King Cole,She's Funny That Way,jazz,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - My Darling,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - My Darling,Guy Clark - I Don't Love You Much Do I (2007 Remastered LP Version),Keyshia Cole - I Changed My Mind,Anastacia - Club Megamix,Guy Clark - I Don't Love You Much Do I (2007 Remastered LP Version),Keyshia Cole - I Changed My Mind,Anastacia - Club Megamix
TRVUYIL128F4275FAD,SOCKFLV12A8C133605,AREIN101187FB5A5FA,Nat King Cole,The Ruby And The Pearl (2003 Digital Remaster),jazz,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Dilated Peoples - Expansion Team Theme,Lauryn Hill - Interlude 5,Dilated Peoples - Expansion Team Theme,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Dilated Peoples - Expansion Team Theme,Patricia Barber - Phaeton,Snog - Into The Light,Dilated Peoples - Expansion Team Theme,Patricia Barber - Phaeton,Snog - Into The Light
TRHOXSK128F145C9F9,SOLCRAY12A6D4F6095,AREIN101187FB5A5FA,Nat King Cole,The Very Thought Of You,jazz,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Life Without Buildings - New Town,Boyz II Men - Amazed,7L & Esoteric - Boxcutter Rap,Marissa Nadler - Famous Blue Raincoat,Boyz II Men - Amazed,7L & Esoteric - Boxcutter Rap,Marissa Nadler - Famous Blue Raincoat
TRETXLU12903CD5688,SOIMSGC12D02198A5A,ARRL2QH1187B9AC814,Bing Crosby,Rudolph The Red-Nosed Reindeer,jazz,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Gene Autry - Rudolph The Red Nosed Reindeer,Classified - All About U,Sara Gazarek - Yours (Live),Gene Autry - Rudolph The Red Nosed Reindeer,Classified - All About U,Sara Gazarek - Yours (Live)
TRORBTM128F93368FB,SOBEALQ12AB017EC86,ARBJ22B1187B9AD31C,Norah Jones,December,jazz,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Marilyn Monroe - When I Fall In Love,Descendents - When I Get Old,Tina Turner - All The Woman (Recorded Live In London '99),Marilyn Monroe - When I Fall In Love,Descendents - When I Get Old,Tina Turner - All The Woman (Recorded Live In London '99)
TRFCNIJ128F423F32E,SOTBYQW12A6D4FE74B,ARBJ22B1187B9AD31C,Norah Jones,Don't Know Why (Live),jazz,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,R. Kelly - I Mean (I Don't Mean It),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),R. Kelly - I Mean (I Don't Mean It),Mario Vazquez - Everytime I...,Mr. Vegas - I Don't Know Why I Love You,Millencolin - Random I Am (Album Version),Classified - Freezin In The Cold,Mr. Vegas - I Don't Know Why I Love You,Millencolin - Random I Am (Album Version),Classified - Freezin In The Cold
TRYNZAL128F1464B5A,SOPHSDC12B0B8081BB,ARBJ22B1187B9AD31C,Norah Jones,Humble Me,jazz,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Danity Kane - Hold Me Down (Album Version),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Danity Kane - Hold Me Down (Album Version),The Berzerker - All About You,Syleena Johnson - All Of Me,Midtown - Knew It All Along (Acoustic),The Berzerker - All About You,Syleena Johnson - All Of Me,Dance Hall Crashers - Othello
TRNGOHS128E0781235,SOOVFTG12AF72A4B85,ARBJ22B1187B9AD31C,Norah Jones,I've Got To See You Again,jazz,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Hope Of The States - Sadness On My Back,New Found Glory - I'll Never Love Again,Mario Vazquez - Everytime I...,Hope Of The States - Sadness On My Back,New Found Glory - I'll Never Love Again,Mario Vazquez - Everytime I...
TRPPHPQ128F4258FFC,SOOEHBK12A8AE479F1,ARBJ22B1187B9AD31C,Norah Jones,Sinkin' Soon (iTunes Live Session),jazz,Lauryn Hill - Interlude 5,The Prodigy - We Gonna Rock,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Prodigy - We Gonna Rock,Lauryn Hill - Interlude 5,Katy Perry - Hot N Cold (Innerpartysystem Main),The Misfits - Static Age,Charlie Robison - Good Times,Thompson Twins - We Are Detective,Charlie Robison - Good Times,The Misfits - Static Age,Thompson Twins - We Are Detective
TRSSOKM128F1464B5C,SOQJPKL12A6D4F7D49,ARBJ22B1187B9AD31C,Norah Jones,The Long Way Home,jazz,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Mario Vazquez - Everytime I...,Manafest - Runaway,Josh Groban - Broken Vow (Album Version),Manafest - Runaway,Mario Vazquez - Everytime I...,Jonny Lang - Breakin Me
TRKMCAV128E0782298,SOGMFQZ12A6310EF6C,ARBJ22B1187B9AD31C,Norah Jones,Those Sweet Words,jazz,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Hello Saferide - Get Sick Soon,Slum Village - Call Me (Clean Version),Clawfinger - Revenge,Slum Village - Call Me (Clean Version),A Tribe Called Quest - Baby Phife's Return,Hello Saferide - Get Sick Soon
TRBQFLA128F423F329,SODUTPQ12A6D4FE737,ARBJ22B1187B9AD31C,Norah Jones,Wish I Could (Live),jazz,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Sage Francis - Keep Moving,Berlin - Masquerade,illScarlett - Clearer Now,Sage Francis - Keep Moving,illScarlett - Clearer Now,Berlin - Masquerade
TRCLZPO128F427CD3A,SOMMQAC12CF5F86E67,ARBJ22B1187B9AD31C,Norah Jones,My Dear Country,jazz,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Nelly - Splurge,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Nelly - Splurge,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Cat Empire - The Car Song,Common - Book Of Life,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Cat Empire - The Car Song,Ice Cube - Dead Homiez
TRWAPCT128F1494611,SONBELN12AB0184D8F,ARIFGKC1187B9B04D5,Dean Martin,I Love The Way You Say Goodnight,jazz,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Erykah Badu - I Want You,OutKast - The Way You Move,Doyle Bramhall - Dimples,Marilyn Manson - Para-noir,OutKast - The Way You Move,Doyle Bramhall - Dimples,Marilyn Manson - Para-noir
TRNBZVW128F92EE688,SOANWBV12AB0184B24,ARIFGKC1187B9B04D5,Dean Martin,White Christmas,jazz,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Twista - I'm A Winner (Amended Album Version),Jamie Scott & The Town - When Will I See Your Face Again,Mississippi Fred McDowell - When I Lay My Burden Down,Darkel - At The End Of The Sky,Jamie Scott & The Town - When Will I See Your Face Again,Darkel - At The End Of The Sky,Mississippi Fred McDowell - When I Lay My Burden Down
TRHZOEX128F93588AB,SOEXXLQ12A58A7A0CD,ARIFGKC1187B9B04D5,Dean Martin,Memories Are Made Of This,jazz,Ja Rule - One of Us,Lauryn Hill - Interlude 5,Black Eyed Peas - One Tribe,Ja Rule - One of Us,Lauryn Hill - Interlude 5,Black Eyed Peas - One Tribe,Dolly Parton - Highlight Of My Life,Kenny Loggins - Conviction Of The Heart,Amici Forever - Requiem for a Soldier (Band of Brothers),Dolly Parton - Highlight Of My Life,Kenny Loggins - Conviction Of The Heart,Amici Forever - Requiem for a Soldier (Band of Brothers)
TREOPOB128F427CD42,SOBWFAI12D021B3991,ARBJ22B1187B9AD31C,Norah Jones,Little Room,jazz,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Pharcyde - Otha Fish,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Pharcyde - Otha Fish,Above The Law - Flow On (Move Me No Mountain),David Houston - My Elusive Dreams,Dead Kennedys - Kinky Sex Makes the World Go 'Round,Above The Law - Flow On (Move Me No Mountain),Dead Kennedys - Kinky Sex Makes the World Go 'Round,David Houston - My Elusive Dreams
TRELLQK128F147AD94,SOPTTXR12A58A782BB,ARO7DTP1187B9A1D2B,The Puppini Sisters,Bei Mir Bist Du Schön,jazz,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Good Old War - Tell Me (Acoustic),Josh Groban - When You Say You Love Me (Album Version),RyanDan - Like The Sun,Good Old War - Tell Me (Acoustic),Josh Groban - When You Say You Love Me (Album Version),RyanDan - Like The Sun
TRMOHUN128F424DEE6,SOCIAUG12A8C130F7F,ARO7DTP1187B9A1D2B,The Puppini Sisters,Don't Sit Under The Apple Tree,jazz,Danity Kane - Hold Me Down (Album Version),Lauryn Hill - Interlude 5,Nelly - Splurge,Danity Kane - Hold Me Down (Album Version),Nelly - Splurge,Lauryn Hill - Interlude 5,Jackson 5 - (You Were Made) Especially For Me,Confederate Railroad - I Don't Want To Hang Out With Me (LP Version),Republica - Don't You Ever,Jackson 5 - (You Were Made) Especially For Me,Confederate Railroad - I Don't Want To Hang Out With Me (LP Version),Republica - Don't You Ever
TRSPEPD128F147AD9A,SOCFSHN12A6D4F73B2,ARO7DTP1187B9A1D2B,The Puppini Sisters,Falling In Love Again,jazz,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Danni Carlos - Falling In Love Again,Marilyn Monroe - When I Fall In Love,Bananarama - Lovebite,Danni Carlos - Falling In Love Again,Marilyn Monroe - When I Fall In Love,Bananarama - Lovebite
TRAQUUU128F147A689,SOEYNMS12A6D4F7BC8,ARO7DTP1187B9A1D2B,The Puppini Sisters,Heebie Jeebies,jazz,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),R. Kelly - I Mean (I Don't Mean It),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Erykah Badu - I Want You,Martin Sexton - In the Journey,Linda Ronstadt - Lovesick Blues,G-Unit - I Don't Want To Talk About It,Martin Sexton - In the Journey,Linda Ronstadt - Lovesick Blues,G-Unit - I Don't Want To Talk About It
TREIANS128F147AD97,SOLJYMK12A6D4F73B0,ARO7DTP1187B9A1D2B,The Puppini Sisters,I Will Survive,jazz,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Alexandra Burke - Overcome,Mario Vazquez - Everytime I...,Next - I Still Love You,Alexandra Burke - Overcome,Mario Vazquez - Everytime I...,Next - I Still Love You
TRPWTNZ128F147AD9F,SOOTOZG12A6D4F73B5,ARO7DTP1187B9A1D2B,The Puppini Sisters,In The Mood,jazz,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),The Pharcyde - Pack The Pipe,Sage Francis - Keep Moving,Johnny Cash - I Was There When It Happened,The Pharcyde - Pack The Pipe,Sage Francis - Keep Moving,Johnny Cash - I Was There When It Happened
TRNDNKN12903CC8A4C,SOQIBZY12AB018A208,ARIFGKC1187B9B04D5,Dean Martin,Kiss,jazz,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,The Handful - Memorial Day,Hieroglyphics - You Never Knew,Boyz II Men - 4 Seasons Of Loneliness,Hieroglyphics - You Never Knew,The Handful - Memorial Day,Boyz II Men - 4 Seasons Of Loneliness
TRJALGV12903D0447E,SOOCHTW12AC468DF40,ARIFGKC1187B9B04D5,Dean Martin,Let Me Go Lover,jazz,Danity Kane - Hold Me Down (Album Version),Five - That's What You Told Me,Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Five - That's What You Told Me,Lauryn Hill - Interlude 5,Jessica Mauboy - Let Me Be Me,Diana Krall - Peel Me A Grape,Jill Scott - He Loves Me (Lyzel In E Flat),Jessica Mauboy - Let Me Be Me,Diana Krall - Peel Me A Grape,Jill Scott - He Loves Me (Lyzel In E Flat)
TRPQFJA128F145AC60,SOLLBAY12AF72A5F48,ARIFGKC1187B9B04D5,Dean Martin,On An Evening In Roma (Sott'er Celo De Roma),jazz,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Pharcyde - Otha Fish,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Pharcyde - Otha Fish,Blind Pilot - Paint or Pollen,Amici Forever - Vita Mia,Robbie Williams - Never Touch That Switch (Dark Horse Dub Mix),Blind Pilot - Paint or Pollen,Amici Forever - Vita Mia,Robbie Williams - Never Touch That Switch (Dark Horse Dub Mix)
TRHBSKB128E07924CB,SOOEYBB12D021B0EAA,ARDCFNZ1187FB3DDB0,Enrique Iglesias,No Puedo Mas Sin Ti (I'm Your Man),latin,Violadores del Verso - Dale tiempo al rumor,Gilberto Santa Rosa - Desde Que No Estas,Tego Calderon - Al Natural (Amended Version),Violadores del Verso - Dale tiempo al rumor,Gilberto Santa Rosa - Desde Que No Estas,Tego Calderon - Al Natural (Amended Version),Gilberto Santa Rosa - Desde Que No Estas,Beatriz Luengo - Precisamente Ahora,La 5A Estacion - Algo Mas,Gilberto Santa Rosa - Desde Que No Estas,Beatriz Luengo - Precisamente Ahora,La 5A Estacion - Algo Mas
TRBSLQC128F9333C5D,SOIOBWT12A8C14075B,AR6PJ8R1187FB5AD70,Shakira,En Tus Pupilas,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Ricardo Arjona - Amor de Tele,Juana Molina - Yo se que,Love Of Lesbian - El ectoplasta,Ricardo Arjona - Amor de Tele,Juana Molina - Yo se que,Love Of Lesbian - El ectoplasta
TRGJXTC128F4278ECC,SONTHAL12A8C135908,AR6PJ8R1187FB5AD70,Shakira,Que Me Quedes Tu,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Tego Calderon - Al Natural (Amended Version),Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Tego Calderon - Al Natural (Amended Version),El Gran Combo De Puerto Rico - No Hay Manera,Huey Dunbar - Amor De Siempre,Tito El Bambino - Grito Latino,El Gran Combo De Puerto Rico - No Hay Manera,Huey Dunbar - Amor De Siempre,Tito El Bambino - Grito Latino
TRQEQHH12903CA6CE5,SODBAHE12A8C132D34,AR6PJ8R1187FB5AD70,Shakira,Sombra De Ti,latin,Violadores del Verso - Dale tiempo al rumor,Los Van Van - El Negro Está Cocinando,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Los Van Van - El Negro Está Cocinando,Victor Manuelle - Lloré Lloré,La 5A Estacion - Ahora Que Te Vas,Beatriz Luengo - Precisamente Ahora,Juniper Moon - Cosas Que Nunca Te Dije,La 5A Estacion - Ahora Que Te Vas,Beatriz Luengo - Precisamente Ahora,Juniper Moon - Cosas Que Nunca Te Dije
TRXMTST12903CCD9E1,SOPVLJP12A8C1358F4,AR6PJ8R1187FB5AD70,Shakira,Te Dejo Madrid,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Tryo - Yakamonéyé,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Fonky Family - Sans Rémission,Sanalejo - Mujer Calavera,Natalia Oreiro - Basta De Ti,Ana Gabriel - Miedo,Sanalejo - Mujer Calavera,Natalia Oreiro - Basta De Ti,Ana Gabriel - Miedo
TRAQEOP12903CA65E2,SONPFMD12AB017C1B3,AR6PJ8R1187FB5AD70,Shakira,Tú,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Como Y Vete,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Como Y Vete,Carlos Vives - 19 De Noviembre,Jerry Rivera - Tierra Sin Sol,Camila - Entre Tus Alas,Carlos Vives - 19 De Noviembre,Jerry Rivera - Tierra Sin Sol,Camila - Entre Tus Alas
TRSRORJ128E0791C74,SOMBFMU12A670214E6,ARDCFNZ1187FB3DDB0,Enrique Iglesias,La Chica De Ayer,latin,Abba - Move On,Horace Andy - Horse With No Name,Violadores del Verso - Dale tiempo al rumor,Abba - Move On,Horace Andy - Horse With No Name,Violadores del Verso - Dale tiempo al rumor,Grupo Niche - Miserable,Illya Kuryaki And The Valderramas - Abarajame,Alejandra Guzman - Tu Eres Mi Luz,Grupo Niche - Miserable,Illya Kuryaki And The Valderramas - Abarajame,Alejandra Guzman - Tu Eres Mi Luz
TRYDDZE128F92F3B79,SOFBLLI12A58A7D19C,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Adicto,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Aventura - Obsesion (English Remix_ Album Version),Niña Pastori - Cartita de amor,Ricardo Arjona - Animal Nocturno,Aventura - Obsesion (English Remix_ Album Version),Niña Pastori - Cartita de amor,Ricardo Arjona - Animal Nocturno
TREGBAS128F145EC8B,SOERVFF12A6D4F790F,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Al Despertar,latin,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Bebe - La Coqueta,Intocable - Te Extrano,Panteón Rococó - Buscándote,Bebe - La Coqueta,Intocable - Te Extrano,Panteón Rococó - Buscándote
TRXQFEE128F145EC9A,SOJXCPV12A6D4F791D,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Alguien Como Tú,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Huey Dunbar - Amor De Siempre,Panteón Rococó - Buscándote,Camilo Sesto - No Sabes Cuanto Te Quiero,Huey Dunbar - Amor De Siempre,Panteón Rococó - Buscándote,Camilo Sesto - No Sabes Cuanto Te Quiero
TRZGBAF128F145ECA8,SOFAZCL12A58A79B38,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Inalcanzable,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Danity Kane - Hold Me Down (Album Version),Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Alain Clark - Heerlijk,Café Quijano - Vete De Mi,Chavela Vargas - Tu Me Acostumbraste,Enrique Iglesias - Lloro Por Ti,Café Quijano - Vete De Mi,Chavela Vargas - Tu Me Acostumbraste,Enrique Iglesias - Lloro Por Ti
TRUQGGJ128F427E02B,SOOHKUS12A8C13AB12,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Lloro Por Ti,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Café Quijano - Vete De Mi,Reik - Fui,Il Divo - Por Ti Seré (You Raise Me Up),Café Quijano - Vete De Mi,Reik - Fui,Il Divo - Por Ti Seré (You Raise Me Up)
TRDEKRZ128E0791C7A,SOCPKAV12A670214EC,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Mamacita,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Los Van Van - El Negro Está Cocinando,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Los Van Van - El Negro Está Cocinando,Fonseca - Sueño,Willie Colon - Guaracha,Cabas - La Quejosa,Fonseca - Sueño,Willie Colon - Guaracha,Cabas - La Quejosa
TRFFSMS128F428BC88,SOEMVNF12A8C13C53A,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Miss You,latin,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,The Airborne Toxic Event - The Girls In Their Summer Dresses,Tracey Ullman - Breakaway,KeKe Wyatt - Never Do It Again,The Airborne Toxic Event - The Girls In Their Summer Dresses,Tracey Ullman - Breakaway,KeKe Wyatt - Never Do It Again
TRUPWID128F4215874,SOPTXAZ12AF729F789,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Para De Jugar,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Wisin & Yandel - Por Mi Reggae Muero,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Wisin & Yandel - Por Mi Reggae Muero,Los Calzones - Libre,Sanalejo - Mujer Calavera,Gipsy Kings - Madre Mia,Los Calzones - Libre,Sanalejo - Mujer Calavera,Gipsy Kings - Madre Mia
TRIIBVP128E0792750,SOWFIVV12A6701FFBF,ARDCFNZ1187FB3DDB0,Enrique Iglesias,She Be The One,latin,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Michael Jackson - Man In The Mirror,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Michael Jackson - Man In The Mirror,Billy Squier - She's A Runner (24-Bit Digitally Remastered 02),The Bluetones - Carnt Be Trusted,Robert Palmer - Too Good To Be True,Billy Squier - She's A Runner (24-Bit Digitally Remastered 02),The Bluetones - Carnt Be Trusted,Robert Palmer - Too Good To Be True
TRQMXBD128F145ECA2,SONBQQE12A6D4F7922,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Trapecista,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Como Y Vete,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Como Y Vete,Cabas - Guacamaya,El sueño de Morfeo - Sonrisa especial,Kudai - Volar,Cabas - Guacamaya,El sueño de Morfeo - Sonrisa especial,Kudai - Volar
TREGRRQ128F145EC8D,SOMRUDM12A6D4F7911,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Tu Vacio,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Aventura - Todavía Me Amas,Los Van Van - Quien No Ha Dicho Una Mentira,Camilo Sesto - No Sabes Cuanto Te Quiero,Aventura - Todavía Me Amas,Los Van Van - Quien No Ha Dicho Una Mentira,Camilo Sesto - No Sabes Cuanto Te Quiero
TRLILBA128F42158A3,SOPPWVJ12A6D4F7915,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Volveré,latin,Violadores del Verso - Dale tiempo al rumor,Victor Manuelle - Lloré Lloré,Tego Calderon - Al Natural (Amended Version),Violadores del Verso - Dale tiempo al rumor,Victor Manuelle - Lloré Lloré,Tego Calderon - Al Natural (Amended Version),Joe Veras - Intentalo tu,Raulin Rodriguez - ya No,Natalia Oreiro - Gitano Corazon,Joe Veras - Intentalo tu,Raulin Rodriguez - ya No,Natalia Oreiro - Gitano Corazon
TRBFJPO128F4295BE3,SOZOEJC12CF5CFAD99,AR6PJ8R1187FB5AD70,Shakira,Estoy Aquí,latin,Violadores del Verso - Dale tiempo al rumor,Johnny Prez - Te Vuelvo Loca,Tego Calderon - Al Natural (Amended Version),Violadores del Verso - Dale tiempo al rumor,Johnny Prez - Te Vuelvo Loca,Tego Calderon - Al Natural (Amended Version),Móveis Coloniais de Acaju - Receio do remorso,Ana Carolina - Rosas,Raimundos - Nêga Jurema,Móveis Coloniais de Acaju - Receio do remorso,Ana Carolina - Rosas,Raimundos - Nêga Jurema
